price,date
1007490.0,2021-04-23 12:18
1008810.0,2021-04-23 12:18
1008810.0,2021-04-23 12:18
1008810.0,2021-04-23 12:18
1008810.0,2021-04-23 12:18
1008810.0,2021-04-23 12:18
1008590.0,2021-04-23 12:17
1008870.0,2021-04-23 12:17
1007800.0,2021-04-23 12:17
1008500.0,2021-04-23 12:17
1008550.0,2021-04-23 12:17
1008660.0,2021-04-23 12:17
1009080.0,2021-04-23 12:17
1007700.0,2021-04-23 12:17
1009080.0,2021-04-23 12:17
1007700.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1007490.0,2021-04-23 12:17
1009280.0,2021-04-23 12:17
1009280.0,2021-04-23 12:16
1009280.0,2021-04-23 12:16
1007490.0,2021-04-23 12:16
1009280.0,2021-04-23 12:16
1009280.0,2021-04-23 12:16
1008920.0,2021-04-23 12:16
1008590.0,2021-04-23 12:16
1007490.0,2021-04-23 12:16
1007480.0,2021-04-23 12:16
1008590.0,2021-04-23 12:16
1008740.0,2021-04-23 12:16
1007480.0,2021-04-23 12:16
1007480.0,2021-04-23 12:16
1008740.0,2021-04-23 12:16
1008740.0,2021-04-23 12:16
1008740.0,2021-04-23 12:16
1008740.0,2021-04-23 12:16
1007480.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007480.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007480.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1009130.0,2021-04-23 12:15
1008720.0,2021-04-23 12:15
1008620.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007880.0,2021-04-23 12:15
1007780.0,2021-04-23 12:15
1007780.0,2021-04-23 12:15
1006410.0,2021-04-23 12:15
1006410.0,2021-04-23 12:14
1006410.0,2021-04-23 12:14
1007780.0,2021-04-23 12:14
1007550.0,2021-04-23 12:14
1007550.0,2021-04-23 12:14
1007500.0,2021-04-23 12:14
1007630.0,2021-04-23 12:14
1007740.0,2021-04-23 12:14
1007740.0,2021-04-23 12:14
1006400.0,2021-04-23 12:14
1006400.0,2021-04-23 12:14
1007640.0,2021-04-23 12:14
1007640.0,2021-04-23 12:14
1007510.0,2021-04-23 12:14
1007290.0,2021-04-23 12:14
1007290.0,2021-04-23 12:14
1005870.0,2021-04-23 12:14
1007640.0,2021-04-23 12:14
1007640.0,2021-04-23 12:14
1005830.0,2021-04-23 12:14
1007300.0,2021-04-23 12:13
1007300.0,2021-04-23 12:13
1007180.0,2021-04-23 12:13
1007180.0,2021-04-23 12:13
1005800.0,2021-04-23 12:13
1007190.0,2021-04-23 12:13
1005800.0,2021-04-23 12:13
1005800.0,2021-04-23 12:13
1007070.0,2021-04-23 12:13
1005790.0,2021-04-23 12:13
1005490.0,2021-04-23 12:13
1007070.0,2021-04-23 12:13
1006560.0,2021-04-23 12:13
1006560.0,2021-04-23 12:13
1005490.0,2021-04-23 12:12
1007010.0,2021-04-23 12:12
1007010.0,2021-04-23 12:12
1005950.0,2021-04-23 12:12
1007500.0,2021-04-23 12:12
1007020.0,2021-04-23 12:12
1007240.0,2021-04-23 12:12
1007020.0,2021-04-23 12:12
1007010.0,2021-04-23 12:12
1007030.0,2021-04-23 12:12
1006820.0,2021-04-23 12:12
1006700.0,2021-04-23 12:12
1006380.0,2021-04-23 12:11
1005090.0,2021-04-23 12:11
1005090.0,2021-04-23 12:11
1005090.0,2021-04-23 12:11
1006850.0,2021-04-23 12:11
1006850.0,2021-04-23 12:11
1006540.0,2021-04-23 12:11
1006540.0,2021-04-23 12:11
1005000.0,2021-04-23 12:11
1006500.0,2021-04-23 12:11
1006140.0,2021-04-23 12:11
1006140.0,2021-04-23 12:11
1005930.0,2021-04-23 12:11
1005840.0,2021-04-23 12:11
1005000.0,2021-04-23 12:10
1005790.0,2021-04-23 12:10
1005790.0,2021-04-23 12:10
1005000.0,2021-04-23 12:10
1005670.0,2021-04-23 12:10
1006300.0,2021-04-23 12:10
1005010.0,2021-04-23 12:10
1006480.0,2021-04-23 12:10
1006340.0,2021-04-23 12:10
1006420.0,2021-04-23 12:10
1005500.0,2021-04-23 12:09
1006280.0,2021-04-23 12:09
1006650.0,2021-04-23 12:09
1006320.0,2021-04-23 12:09
1006660.0,2021-04-23 12:09
1005730.0,2021-04-23 12:09
1006240.0,2021-04-23 12:09
1006240.0,2021-04-23 12:09
1006240.0,2021-04-23 12:09
1005690.0,2021-04-23 12:09
1005690.0,2021-04-23 12:09
1006510.0,2021-04-23 12:09
1006180.0,2021-04-23 12:09
1006010.0,2021-04-23 12:09
1006010.0,2021-04-23 12:09
1005900.0,2021-04-23 12:09
1005690.0,2021-04-23 12:09
1006600.0,2021-04-23 12:09
1005690.0,2021-04-23 12:09
1006450.0,2021-04-23 12:08
1006440.0,2021-04-23 12:08
1006610.0,2021-04-23 12:08
1006270.0,2021-04-23 12:08
1005690.0,2021-04-23 12:08
1005690.0,2021-04-23 12:08
1006640.0,2021-04-23 12:08
1006640.0,2021-04-23 12:08
1007120.0,2021-04-23 12:08
1007120.0,2021-04-23 12:08
1006740.0,2021-04-23 12:08
1006740.0,2021-04-23 12:08
1006500.0,2021-04-23 12:08
1006740.0,2021-04-23 12:08
1006650.0,2021-04-23 12:08
1006500.0,2021-04-23 12:08
1006500.0,2021-04-23 12:08
1006500.0,2021-04-23 12:08
1006500.0,2021-04-23 12:07
1006500.0,2021-04-23 12:07
1006500.0,2021-04-23 12:07
1006500.0,2021-04-23 12:07
1007000.0,2021-04-23 12:07
1005500.0,2021-04-23 12:07
1006560.0,2021-04-23 12:07
1006820.0,2021-04-23 12:07
1005500.0,2021-04-23 12:07
1006490.0,2021-04-23 12:07
1006630.0,2021-04-23 12:07
1005500.0,2021-04-23 12:07
1006340.0,2021-04-23 12:07
1006570.0,2021-04-23 12:07
1006570.0,2021-04-23 12:07
1006410.0,2021-04-23 12:07
1006410.0,2021-04-23 12:07
1006600.0,2021-04-23 12:07
1007140.0,2021-04-23 12:07
1007500.0,2021-04-23 12:07
1007140.0,2021-04-23 12:07
1007500.0,2021-04-23 12:07
1007500.0,2021-04-23 12:07
1007220.0,2021-04-23 12:06
1007220.0,2021-04-23 12:06
1007220.0,2021-04-23 12:06
1007220.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1006250.0,2021-04-23 12:06
1006250.0,2021-04-23 12:06
1006830.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:06
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:05
1007140.0,2021-04-23 12:04
1007140.0,2021-04-23 12:04
1007140.0,2021-04-23 12:04
1007140.0,2021-04-23 12:04
1007140.0,2021-04-23 12:04
1007780.0,2021-04-23 12:04
1007930.0,2021-04-23 12:04
1007930.0,2021-04-23 12:04
1007930.0,2021-04-23 12:04
1007930.0,2021-04-23 12:04
1008000.0,2021-04-23 12:04
1008000.0,2021-04-23 12:03
1008000.0,2021-04-23 12:03
1008000.0,2021-04-23 12:03
1008000.0,2021-04-23 12:03
1008000.0,2021-04-23 12:03
1008190.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1008990.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:03
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:02
1009000.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:01
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 12:00
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:59
1009240.0,2021-04-23 11:58
1009240.0,2021-04-23 11:58
1009240.0,2021-04-23 11:58
1009240.0,2021-04-23 11:58
1009240.0,2021-04-23 11:58
1010000.0,2021-04-23 11:58
1010220.0,2021-04-23 11:58
1010770.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:58
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010780.0,2021-04-23 11:57
1010820.0,2021-04-23 11:57
1010820.0,2021-04-23 11:57
1010820.0,2021-04-23 11:56
1010820.0,2021-04-23 11:56
1010820.0,2021-04-23 11:56
1010820.0,2021-04-23 11:56
1011260.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1010880.0,2021-04-23 11:56
1010880.0,2021-04-23 11:56
1010780.0,2021-04-23 11:56
1011300.0,2021-04-23 11:56
1011460.0,2021-04-23 11:56
1011330.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1011390.0,2021-04-23 11:55
1010780.0,2021-04-23 11:55
1011210.0,2021-04-23 11:55
1011630.0,2021-04-23 11:55
1011540.0,2021-04-23 11:55
1011900.0,2021-04-23 11:55
1011900.0,2021-04-23 11:55
1011750.0,2021-04-23 11:55
1012330.0,2021-04-23 11:55
1012120.0,2021-04-23 11:55
1011730.0,2021-04-23 11:55
1011300.0,2021-04-23 11:55
1011420.0,2021-04-23 11:55
1010880.0,2021-04-23 11:55
1010880.0,2021-04-23 11:55
1010780.0,2021-04-23 11:54
1010880.0,2021-04-23 11:54
1011210.0,2021-04-23 11:54
1011210.0,2021-04-23 11:54
1011210.0,2021-04-23 11:54
1011210.0,2021-04-23 11:54
1011160.0,2021-04-23 11:54
1010220.0,2021-04-23 11:54
1010770.0,2021-04-23 11:54
1010770.0,2021-04-23 11:54
1010500.0,2021-04-23 11:54
1010260.0,2021-04-23 11:54
1010260.0,2021-04-23 11:54
1010260.0,2021-04-23 11:54
1010260.0,2021-04-23 11:54
1009190.0,2021-04-23 11:54
1010340.0,2021-04-23 11:54
1009190.0,2021-04-23 11:54
1010410.0,2021-04-23 11:54
1010410.0,2021-04-23 11:54
1010410.0,2021-04-23 11:54
1010300.0,2021-04-23 11:54
1009990.0,2021-04-23 11:54
1008650.0,2021-04-23 11:53
1009990.0,2021-04-23 11:53
1008520.0,2021-04-23 11:53
1009550.0,2021-04-23 11:53
1009680.0,2021-04-23 11:53
1008190.0,2021-04-23 11:53
1009950.0,2021-04-23 11:53
1008190.0,2021-04-23 11:53
1008190.0,2021-04-23 11:53
1010280.0,2021-04-23 11:53
1009960.0,2021-04-23 11:53
1008150.0,2021-04-23 11:53
1008150.0,2021-04-23 11:53
1009010.0,2021-04-23 11:53
1008150.0,2021-04-23 11:53
1009320.0,2021-04-23 11:52
1009480.0,2021-04-23 11:52
1009480.0,2021-04-23 11:52
1007930.0,2021-04-23 11:52
1009410.0,2021-04-23 11:52
1007590.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010500.0,2021-04-23 11:52
1010700.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010500.0,2021-04-23 11:51
1010500.0,2021-04-23 11:51
1010500.0,2021-04-23 11:51
1010500.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010620.0,2021-04-23 11:51
1010500.0,2021-04-23 11:51
1010700.0,2021-04-23 11:51
1010550.0,2021-04-23 11:51
1010550.0,2021-04-23 11:51
1010550.0,2021-04-23 11:51
1010550.0,2021-04-23 11:51
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010550.0,2021-04-23 11:50
1010580.0,2021-04-23 11:50
1010580.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010500.0,2021-04-23 11:50
1010010.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010010.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010700.0,2021-04-23 11:50
1010010.0,2021-04-23 11:50
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010010.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010700.0,2021-04-23 11:49
1010260.0,2021-04-23 11:49
1008560.0,2021-04-23 11:49
1010260.0,2021-04-23 11:49
1009940.0,2021-04-23 11:49
1009370.0,2021-04-23 11:48
1009370.0,2021-04-23 11:48
1008010.0,2021-04-23 11:48
1009450.0,2021-04-23 11:48
1009450.0,2021-04-23 11:48
1010010.0,2021-04-23 11:48
1009930.0,2021-04-23 11:48
1009980.0,2021-04-23 11:48
1010030.0,2021-04-23 11:48
1009580.0,2021-04-23 11:48
1009580.0,2021-04-23 11:48
1009520.0,2021-04-23 11:48
1007700.0,2021-04-23 11:48
1009520.0,2021-04-23 11:48
1009650.0,2021-04-23 11:48
1009160.0,2021-04-23 11:48
1007680.0,2021-04-23 11:48
1009640.0,2021-04-23 11:47
1007680.0,2021-04-23 11:47
1009750.0,2021-04-23 11:47
1009100.0,2021-04-23 11:47
1009210.0,2021-04-23 11:47
1008370.0,2021-04-23 11:47
1008340.0,2021-04-23 11:47
1008590.0,2021-04-23 11:47
1008920.0,2021-04-23 11:47
1008920.0,2021-04-23 11:47
1007380.0,2021-04-23 11:47
1009250.0,2021-04-23 11:47
1009820.0,2021-04-23 11:47
1007250.0,2021-04-23 11:47
1009270.0,2021-04-23 11:47
1009100.0,2021-04-23 11:47
1009100.0,2021-04-23 11:47
1010150.0,2021-04-23 11:47
1010460.0,2021-04-23 11:47
1010010.0,2021-04-23 11:47
1009790.0,2021-04-23 11:47
1009510.0,2021-04-23 11:46
1009090.0,2021-04-23 11:46
1009090.0,2021-04-23 11:46
1009360.0,2021-04-23 11:46
1009360.0,2021-04-23 11:46
1009360.0,2021-04-23 11:46
1007600.0,2021-04-23 11:46
1009180.0,2021-04-23 11:46
1008960.0,2021-04-23 11:46
1008490.0,2021-04-23 11:46
1006950.0,2021-04-23 11:46
1006950.0,2021-04-23 11:46
1007930.0,2021-04-23 11:46
1007830.0,2021-04-23 11:46
1007590.0,2021-04-23 11:46
1007710.0,2021-04-23 11:46
1006250.0,2021-04-23 11:46
1006250.0,2021-04-23 11:46
1007150.0,2021-04-23 11:46
1007590.0,2021-04-23 11:46
1007590.0,2021-04-23 11:46
1006950.0,2021-04-23 11:46
1006950.0,2021-04-23 11:46
1006950.0,2021-04-23 11:45
1006250.0,2021-04-23 11:45
1006950.0,2021-04-23 11:45
1007030.0,2021-04-23 11:45
1007030.0,2021-04-23 11:45
1007140.0,2021-04-23 11:45
1007160.0,2021-04-23 11:45
1007160.0,2021-04-23 11:45
1008580.0,2021-04-23 11:45
1007700.0,2021-04-23 11:45
1007990.0,2021-04-23 11:45
1007990.0,2021-04-23 11:45
1008000.0,2021-04-23 11:45
1008000.0,2021-04-23 11:45
1008220.0,2021-04-23 11:45
1008220.0,2021-04-23 11:45
1008260.0,2021-04-23 11:45
1008830.0,2021-04-23 11:45
1008220.0,2021-04-23 11:45
1009360.0,2021-04-23 11:45
1008220.0,2021-04-23 11:45
1008220.0,2021-04-23 11:45
1009360.0,2021-04-23 11:44
1009360.0,2021-04-23 11:44
1009360.0,2021-04-23 11:44
1009360.0,2021-04-23 11:44
1009540.0,2021-04-23 11:44
1008020.0,2021-04-23 11:44
1009370.0,2021-04-23 11:44
1008020.0,2021-04-23 11:44
1009210.0,2021-04-23 11:44
1009340.0,2021-04-23 11:44
1009400.0,2021-04-23 11:44
1008000.0,2021-04-23 11:44
1009400.0,2021-04-23 11:44
1009670.0,2021-04-23 11:44
1009930.0,2021-04-23 11:44
1009210.0,2021-04-23 11:43
1009210.0,2021-04-23 11:43
1009210.0,2021-04-23 11:43
1008870.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1009580.0,2021-04-23 11:43
1008870.0,2021-04-23 11:43
1009980.0,2021-04-23 11:43
1010180.0,2021-04-23 11:43
1010700.0,2021-04-23 11:43
1008870.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1008870.0,2021-04-23 11:43
1008870.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010680.0,2021-04-23 11:43
1010000.0,2021-04-23 11:43
1009190.0,2021-04-23 11:43
1009190.0,2021-04-23 11:43
1008860.0,2021-04-23 11:43
1009190.0,2021-04-23 11:43
1009190.0,2021-04-23 11:42
1008580.0,2021-04-23 11:42
1008190.0,2021-04-23 11:42
1008580.0,2021-04-23 11:42
1009190.0,2021-04-23 11:42
1009230.0,2021-04-23 11:42
1008580.0,2021-04-23 11:42
1008580.0,2021-04-23 11:42
1008580.0,2021-04-23 11:42
1008480.0,2021-04-23 11:42
1008480.0,2021-04-23 11:42
1008370.0,2021-04-23 11:42
1008370.0,2021-04-23 11:42
1008330.0,2021-04-23 11:42
1008330.0,2021-04-23 11:42
1008760.0,2021-04-23 11:41
1008760.0,2021-04-23 11:41
1008760.0,2021-04-23 11:41
1008760.0,2021-04-23 11:41
1008380.0,2021-04-23 11:41
1008380.0,2021-04-23 11:41
1008080.0,2021-04-23 11:41
1008330.0,2021-04-23 11:41
1008360.0,2021-04-23 11:41
1008330.0,2021-04-23 11:41
1008380.0,2021-04-23 11:41
1008500.0,2021-04-23 11:41
1008500.0,2021-04-23 11:41
1009610.0,2021-04-23 11:41
1009330.0,2021-04-23 11:41
1009330.0,2021-04-23 11:41
1009220.0,2021-04-23 11:41
1009220.0,2021-04-23 11:41
1008330.0,2021-04-23 11:41
1009220.0,2021-04-23 11:41
1008330.0,2021-04-23 11:41
1009230.0,2021-04-23 11:41
1007700.0,2021-04-23 11:41
1008330.0,2021-04-23 11:41
1009230.0,2021-04-23 11:40
1008330.0,2021-04-23 11:40
1009380.0,2021-04-23 11:40
1009630.0,2021-04-23 11:40
1009940.0,2021-04-23 11:40
1009820.0,2021-04-23 11:40
1009420.0,2021-04-23 11:40
1009420.0,2021-04-23 11:40
1009950.0,2021-04-23 11:40
1009950.0,2021-04-23 11:40
1009420.0,2021-04-23 11:40
1008320.0,2021-04-23 11:40
1009420.0,2021-04-23 11:40
